"indicator";"s.year";"e.year";"trend";"trend.se";"trend.prob90";"trend.lower95";"trend.upper95";"trend.lower90";"trend.upper90";"trend.r";"trend.r.prob90";"trend.r.lower95";"trend.r.upper95";"trend.r.lower90";"trend.r.upper90";"trend.interpretation";"trend.support"
"VESLA_COD_trend";1960;1999;-0,00727933792346324;0,000176168450498433;-0,00705104842289919;-0,00761501366254036;-0,0069232278177539;-0,00756449336113842;-0,00698556494068317;0,992747092286478;0,992973751895383;0,992413907096779;0,993100682513245;0,992464045412972;0,993038777403431;"minimum improving";"extreme supporting evidence"
"VESLA_COD_trend";2001;2023;0,00748566806879397;0,000262318831183434;0,00714810512598823;0,00695104560353276;0,00799982833078386;0,00705190755895214;0,00791529616977819;1,00751375572322;1,00717371381093;1,00697526019408;1,00803191245621;1,00707683081011;1,00794670494173;"minimum decreasing";"extreme supporting evidence"
