"indicator";"reference_time_range";"comparison_time_range";"difference.cred.I.95";"difference.cred.I.90";"difference.point.est";"difference.error";"difference.error.prec";"estimate_90";"prec.excellent";"prec.good";"prec.satisfactory";"prec.poor";"prec.very.poor";"status";"status_support"
"VESLA_COD";"2000-2004";"2019-2023";"[14.859;17.249]";"[15.063;17.028]";16,0376238456959;0,6;3,7;15,2846847078174;0;0;100;0;0;"good";"extreme supporting evidence"
